지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10)
93,북춘천,2020-01-07,3.7,.3,6.8,37.5,3.4,.8,1.04,10
93,북춘천,2020-01-08,4.5,1.6,8.2,16.8,5.9,1.9,4.9,9.5
93,북춘천,2020-01-09,-.5,-4.2,3.2,,4.7,1.3,8.91,3.9
93,북춘천,2020-01-10,-2.6,-6.4,3.5,,1.5,.6,9.71,2.6
93,북춘천,2020-01-11,-2,-7.3,4.4,,2.9,.7,10.14,2.5
93,북춘천,2020-01-12,-1.9,-4.9,2.8,,3.9,1,9.74,4.4
93,북춘천,2020-01-13,-3.9,-8,1.8,,5.3,1.4,11.27,.8
93,북춘천,2020-01-14,-5.1,-10.6,2.1,,1.8,.6,11.8,1
93,북춘천,2020-01-15,-5.2,-10.6,2.1,,3.8,1,11.42,0
93,북춘천,2020-01-16,-4.9,-9.8,2.7,,1.9,.6,10.93,5.8
93,북춘천,2020-01-17,-3.2,-9.3,5.5,,1.6,.5,10.99,4.4
93,북춘천,2020-01-18,-1.2,-6.6,6.9,,3.4,.8,11.96,1.1
93,북춘천,2020-01-19,-1.8,-5,3.1,.5,2.4,.5,4.76,5.8
93,북춘천,2020-01-20,-.9,-7.1,5.1,,5.8,1.8,10.79,3.4
93,북춘천,2020-01-21,-3.1,-9.7,3.9,,3.4,.7,12.4,2.3
93,북춘천,2020-01-22,-.5,-3.7,6,,1.5,.6,5.9,9.1
93,북춘천,2020-01-23,.9,-5.7,10.7,,1.5,.6,11.59,4
93,북춘천,2020-01-24,.5,-6.4,9.1,,2.5,.8,10.38,3.8
93,북춘천,2020-01-25,1.9,-2.9,8.6,,1.6,.5,7.73,6.9
93,북춘천,2020-01-26,3.6,-4.6,10.9,,5,1.5,11.96,4.5
93,북춘천,2020-01-27,6.3,4.9,7.2,,5.9,3,3.65,9.8
93,북춘천,2020-01-28,6,-1.4,10.4,,5.2,2.2,7.14,7
93,북춘천,2020-01-29,1.4,-4.4,8.6,,4.2,1,7.65,5.5
93,북춘천,2020-01-30,1.9,-2.7,8.1,0,4,.9,8.83,7.5
93,북춘천,2020-01-31,2,-2.1,8.8,,4.2,1,11.72,5.3
93,북춘천,2020-02-01,-.1,-4.7,6.8,,4.6,.9,9.6,3.9
93,북춘천,2020-02-02,-.2,-5.4,5.6,0,4,1,7.75,6.6
93,북춘천,2020-02-03,-.7,-6.5,3.9,0,5.4,2.2,13.9,1.4
93,북춘천,2020-02-04,-2.8,-10.2,3.9,.5,6.1,1.7,11.94,3.9
93,북춘천,2020-02-05,-7.5,-12.5,-2.8,,4.4,1.9,14.97,.3
93,북춘천,2020-02-06,-7.6,-14.8,.8,,2.8,.8,14.84,1.4
93,북춘천,2020-02-07,-3.8,-10.6,2.7,,3,.7,10.51,6.4
93,북춘천,2020-02-08,-1.4,-6.3,4.3,,4,1.2,14.24,2.9
93,북춘천,2020-02-09,-2.4,-10.2,4.5,,5.4,1.5,14.36,2
93,북춘천,2020-02-10,1.4,-5.6,9.9,,4.4,1.1,14.12,.9
93,북춘천,2020-02-11,2,-6.9,13.3,,2.2,.7,14.84,2.8
93,북춘천,2020-02-12,4.4,.4,7.9,.2,1.9,.5,4.17,9.6
93,북춘천,2020-02-13,6.4,.4,12.8,,4.2,1.2,12.64,5.9
93,북춘천,2020-02-14,4.8,-.5,13.9,,2.5,.7,12.1,3.8
93,북춘천,2020-02-15,7.4,-1.2,15.5,.5,2.8,.8,10.18,5.8
93,북춘천,2020-02-16,.2,-4.4,6.9,11.2,6.8,3,5.43,9.3
93,북춘천,2020-02-17,-5.5,-7.3,-3.4,.1,5.2,2.4,10.69,8.1
93,북춘천,2020-02-18,-4.8,-10.4,1.8,,3.4,1.3,16.81,.8
93,북춘천,2020-02-19,-1.8,-8.9,6,,2.1,.6,15.53,2.3
93,북춘천,2020-02-20,1.1,-5.7,10.4,,1.9,.6,14.39,1.5
93,북춘천,2020-02-21,3.3,-3,9.6,.8,1.7,.6,7.52,9.1
93,북춘천,2020-02-22,3.4,-.4,6.2,2,8.6,2.7,8.07,6.4
93,북춘천,2020-02-23,1.1,-5.1,8.2,,5.4,1.8,17.35,0
93,북춘천,2020-02-24,4.4,-2.7,12.2,,3.3,.8,12.42,5.4
93,북춘천,2020-02-25,4.3,1,7.8,19.4,3.2,1.2,2.92,7
93,북춘천,2020-02-26,3.1,-2.1,8.2,0,3.9,.9,7.61,6.9
93,북춘천,2020-02-27,3.8,-1.4,10,,3.2,.9,16.58,3.1
93,북춘천,2020-02-28,1.6,-2,3.4,.6,1.6,.5,3.75,9
93,북춘천,2020-02-29,5.1,.4,11.1,,2.6,.8,12.62,4.6
93,북춘천,2020-03-01,4.2,-2.3,10.1,1.2,5.3,.9,7.49,7.4
93,북춘천,2020-03-02,3.2,-1.5,8,1.3,3.7,1.3,16.06,4.4
93,북춘천,2020-03-03,3.8,-4.4,10.6,,5.2,1.2,11.69,6
93,북춘천,2020-03-04,2.4,-1.1,6.1,0,6.6,3.3,13.17,8
93,북춘천,2020-03-05,.3,-5.5,8,,4.4,1.2,19.28,0
93,북춘천,2020-03-06,1.3,-6.6,9.7,,2.3,.6,17.27,1.1
93,북춘천,2020-03-07,3.5,-3.3,12.2,,2.6,.7,10.05,5.4
93,북춘천,2020-03-08,5.8,-3.9,17.4,,2.6,.9,19.45,.8
93,북춘천,2020-03-09,8.5,-1.7,16.8,,1.7,.7,13.05,7.4
93,북춘천,2020-03-10,7.4,2.2,12.3,7,4.2,1.5,4.33,9.1
93,북춘천,2020-03-11,2.6,-3,8.6,,5.8,1.8,21.01,0
93,북춘천,2020-03-12,5.3,-4.4,12.6,,5.4,1.7,16.2,3.4
93,북춘천,2020-03-13,6.1,-2.5,11.7,,6.3,2.2,18.62,5.5
93,북춘천,2020-03-14,2.5,-6.1,10,,6.2,2.2,20.36,1.9
93,북춘천,2020-03-15,2.5,-2.3,8.9,0,7.2,2.5,16.86,5.4
93,북춘천,2020-03-16,2.7,-5.4,9.8,,6.3,2.5,22.74,.1
93,북춘천,2020-03-17,2.3,-1.1,5.8,2.2,1.9,.7,3.13,8.5
93,북춘천,2020-03-18,6.3,1.1,16.7,,4.5,1.3,15.53,4.4
93,북춘천,2020-03-19,5.9,-.4,12.1,.1,9.6,3.8,8.43,4.6
93,북춘천,2020-03-20,7.4,-.7,14.9,,7.9,2.7,20.95,.4
93,북춘천,2020-03-21,11.2,2.3,18.9,0,3.9,1.1,14.22,6.9
93,북춘천,2020-03-22,10.5,3.4,17.8,,4.7,1.8,23.07,.5
93,북춘천,2020-03-23,8.2,-1.3,17.6,,5,1.4,22.09,.1
93,북춘천,2020-03-24,8.4,-1.3,18.1,,3,1,22.55,0
93,북춘천,2020-03-25,10.3,-.4,20.2,,3.6,1.1,19.33,4
93,북춘천,2020-03-26,13.3,1.7,21,0,2.8,.7,15.14,6.1
93,북춘천,2020-03-27,12.2,7.7,16.3,1.9,4.4,1.3,6.47,8
93,북춘천,2020-03-28,6.6,-.2,13.7,,3.9,1.4,21.7,5.8
93,북춘천,2020-03-29,6.6,-3.4,15.7,,3.4,1,24.31,1.3
93,북춘천,2020-03-30,8.4,-1,18,,3,.8,23.64,.5
93,북춘천,2020-03-31,10.7,-.6,19.9,,3.7,1,21.63,5.3
93,북춘천,2020-04-01,8.7,2,17.2,.5,7.2,2.2,14.74,7.4
93,북춘천,2020-04-02,7,-.5,17.6,,5.2,1.4,20.27,2.8
93,북춘천,2020-04-03,9.1,-2.3,19.2,,6.2,2.1,23.83,0
93,북춘천,2020-04-04,8.3,2.5,14.9,,6.5,2.3,17.94,2.5
93,북춘천,2020-04-05,5.9,-4.5,15.1,,5.5,1.4,25.26,0
93,북춘천,2020-04-06,8.4,-2.3,18.7,,5.2,1.4,24.25,3
93,북춘천,2020-04-07,9.8,.6,19.4,,6,1.7,20.39,1.9
93,북춘천,2020-04-08,7.4,-.3,14.7,,5.8,1.7,25.41,0
93,북춘천,2020-04-09,7.8,-2,15.6,,5.6,1.6,23.98,1.6
93,북춘천,2020-04-10,9.4,2.2,16.2,,3.4,1.2,21,6
93,북춘천,2020-04-11,9.1,1.1,16.7,,4.4,1.2,17.66,4
93,북춘천,2020-04-12,6.6,.6,11.3,1.2,4.2,1.9,10.78,4.5
93,북춘천,2020-04-13,9.4,.1,18.3,,5.4,2,25.53,2.9
93,북춘천,2020-04-14,10.9,-.9,23.1,,6.4,1.8,24.75,0
93,북춘천,2020-04-15,12.9,1.6,23,,4,1.2,22.03,3.6
93,북춘천,2020-04-16,14.2,4.3,23,,4.1,1.3,23.42,3.9
93,북춘천,2020-04-17,9.8,6.3,12,10.2,3.5,1.1,3.67,8.9
93,북춘천,2020-04-18,12.7,6.6,19.8,.1,2.9,1.2,22.34,4.3
93,북춘천,2020-04-19,11,7.3,15.5,4.9,4.3,1.4,7.46,9.1
93,북춘천,2020-04-20,9.3,4.6,12.9,.1,6.4,1.9,7.25,7.9
93,북춘천,2020-04-21,6.9,3.5,11.5,,9.5,4.1,20.33,6.4
93,북춘천,2020-04-22,6.3,3.5,9.4,0,7.1,4,20.64,5.9
93,북춘천,2020-04-23,7,-.5,14.4,,7.3,2.8,24.4,3
93,북춘천,2020-04-24,8.6,-1,15.9,,8.5,3,25.01,1.8
93,북춘천,2020-04-25,11.6,4,19.7,,7.6,2.4,14.37,3.6
93,북춘천,2020-04-26,10.6,2.6,18.8,,4.8,1.6,23.58,4.1
93,북춘천,2020-04-27,10.1,2.1,18.3,,6.1,1.6,23.48,3.8
93,북춘천,2020-04-28,12.4,1.2,21.9,,7.2,2.4,26.27,.1
93,북춘천,2020-04-29,13.7,5.4,22.8,,6,1.9,22,2.1
93,북춘천,2020-04-30,15.3,3.3,24.6,,6.9,2,23.84,4
93,북춘천,2020-05-01,20.4,12.6,28,,6.3,2.1,21.84,2.9
93,북춘천,2020-05-02,19.5,14.8,23.6,,3.8,1.3,7.1,9.1
93,북춘천,2020-05-03,20.8,15.2,27.4,,4.1,1.3,22.23,6.6
93,북춘천,2020-05-04,21.1,14.8,28.9,,4.9,1.9,24.82,4.4
93,북춘천,2020-05-05,16.1,10.8,21.7,,5.1,1.5,15.05,4.8
93,북춘천,2020-05-06,18.4,7.8,27.7,,5.4,1.4,28.41,2
93,북춘천,2020-05-07,18.6,9,25.8,,3.1,1.2,22.51,6.9
93,북춘천,2020-05-08,18.3,10.8,27.6,6.4,4.4,1.4,23.51,6.9
93,북춘천,2020-05-09,14.2,11.7,16,40.5,3.7,1.1,3.22,10
93,북춘천,2020-05-10,15.7,13.2,19,0,5.2,2.4,9.63,8.4
93,북춘천,2020-05-11,17,12.3,23.3,0,7.2,3,25.57,6.3
93,북춘천,2020-05-12,12.8,8.6,19.1,1.3,4.7,1.6,9.55,5
93,북춘천,2020-05-13,15,5.6,24,,7.8,2.8,29.06,.4
93,북춘천,2020-05-14,16.6,7.9,24.7,,3.8,1.1,19.61,8.6
93,북춘천,2020-05-15,14.7,13.1,17.8,10.5,4,1,4.6,10
93,북춘천,2020-05-16,17.6,14,23.2,1.2,1.8,.7,14.22,8
93,북춘천,2020-05-17,20.6,16.3,26.2,,3.2,1.2,20.87,6.4
93,북춘천,2020-05-18,19.3,15.3,26.4,26.4,8.7,2.2,15.66,9.1
93,북춘천,2020-05-19,11.7,6.9,15.8,16.5,5.9,1.9,9.2,6.9
93,북춘천,2020-05-20,11.5,5.4,16.1,,3.8,1.1,13.92,7
93,북춘천,2020-05-21,15,6.8,21.8,,3.2,1.1,25.83,4.8
93,북춘천,2020-05-22,16.9,12.1,22.2,0,2.5,1,14.57,8
93,북춘천,2020-05-23,19.3,14.3,25.2,.5,3.7,1.2,21.73,7.9
93,북춘천,2020-05-24,18.6,15.1,22.6,16.5,5.7,2.2,16.43,7.3
93,북춘천,2020-05-25,17.5,13.2,22.5,,3.7,1.4,18.14,6.5
93,북춘천,2020-05-26,16.9,12.8,23.7,2.4,3.6,.9,14.35,8.5
93,북춘천,2020-05-27,17,10.2,24.8,,4.7,1.5,28.47,4.6
93,북춘천,2020-05-28,17.4,11.8,23.5,,2.9,.9,19.42,6
93,북춘천,2020-05-29,19.3,10.6,28.4,,3.4,1.1,30.07,1.8
93,북춘천,2020-05-30,20.7,11.4,29.8,,3.4,1,30.37,1.5
93,북춘천,2020-05-31,21.3,13.3,28.7,0,4.6,1.6,23.27,6.9
93,북춘천,2020-06-01,21,15.8,26.6,0,6.3,3.6,31.44,3.8
93,북춘천,2020-06-02,17,13.7,21.3,.3,6.2,.9,8.75,9
93,북춘천,2020-06-03,22,13.6,28.8,,4.3,1.7,29.14,3.1
93,북춘천,2020-06-04,23.2,16.9,29.2,,5.9,2.5,23.49,3.5
93,북춘천,2020-06-05,22.9,17.2,29.2,,3.4,1.1,27.16,5
93,북춘천,2020-06-06,23.7,15.7,31.2,,3.8,1.2,27.25,3.5
93,북춘천,2020-06-07,23.8,19.2,29.7,,3.8,1.5,28.58,2.8
93,북춘천,2020-06-08,24.8,17.8,32.4,,3.8,1.1,26.72,2.1
93,북춘천,2020-06-09,26,18.6,33.9,,3.6,1.1,27.01,3.5
93,북춘천,2020-06-10,25.6,19.8,32.4,1.4,3.6,1.1,22.04,8.4
93,북춘천,2020-06-11,26.4,21.6,32.9,.1,3.4,1.2,28.22,6.1
93,북춘천,2020-06-12,23.9,18.7,28.9,,2.6,.9,15.73,8
93,북춘천,2020-06-13,26.1,17.9,33.9,,3.3,1.2,29.4,6.4
93,북춘천,2020-06-14,24.7,20.2,30.7,2.1,5,2.3,21.17,5.9
93,북춘천,2020-06-15,23.3,17.2,31.3,,7.9,2.4,27.44,3.9
93,북춘천,2020-06-16,22.4,14.8,29.7,,2.9,1.1,27.16,4.3
93,북춘천,2020-06-17,24.3,17,30.9,,4.1,1.4,27.79,5.9
93,북춘천,2020-06-18,22.7,18.6,27,,4,1,13.66,7.5
93,북춘천,2020-06-19,22.7,18.7,28.4,.1,4.6,1.5,18.33,5.8
93,북춘천,2020-06-20,23.9,16.7,31.6,,4.8,1.3,27.87,2.4
93,북춘천,2020-06-21,25.6,18.2,33.5,,2.9,1.1,28.37,.8
93,북춘천,2020-06-22,26.7,18,35.8,,3.1,1.1,29.62,2.4
93,북춘천,2020-06-23,26.5,19.8,33,,3.1,1,19.45,7.9
93,북춘천,2020-06-24,21.2,18.8,24.7,45.1,3.4,1,3.33,10
93,북춘천,2020-06-25,21.1,19,23.6,9.6,2.5,.4,6.54,10
93,북춘천,2020-06-26,22,19.7,25.6,.8,4.8,2.3,10.56,9.1
93,북춘천,2020-06-27,23.2,18.9,29,3,5.4,1.4,20.23,7.6
93,북춘천,2020-06-28,22.8,17.6,30.5,,3.7,1,25.24,4.4
93,북춘천,2020-06-29,23,18.6,26.8,1,6.6,1.5,10.99,8.4
93,북춘천,2020-06-30,21.1,17.3,23.9,15.6,7.1,3.4,7.74,10
93,북춘천,2020-07-01,19.8,16.4,25,1,3.4,.8,14.39,7.1
93,북춘천,2020-07-02,23.4,16.5,30.2,,3,.8,26.71,5.9
93,북춘천,2020-07-03,25.6,19.5,31.2,,4.9,1.8,28.66,7
93,북춘천,2020-07-04,23.6,18.7,30.2,0,4.4,1,29.13,6.5
93,북춘천,2020-07-05,23.1,17.2,29.3,,3.8,1.1,28.55,3.8
93,북춘천,2020-07-06,25,18.7,31.1,,3.1,.9,26.21,6
93,북춘천,2020-07-07,24.1,20,28.1,,5.1,1.6,15.18,6.6
93,북춘천,2020-07-08,24.9,17.8,31.2,,3.7,1,26.58,4
93,북춘천,2020-07-09,26.1,19.8,32.4,,2.7,1.1,23.59,5.1
93,북춘천,2020-07-10,23,20.7,24.7,3.1,4.2,1.7,7.45,8
93,북춘천,2020-07-11,23.4,18.7,27.2,,4.7,2,14.23,7.5
93,북춘천,2020-07-12,21.8,16.1,25,.3,4.1,1.1,11.37,8.9
93,북춘천,2020-07-13,20,17.9,22.1,16.9,5.1,2.6,5.44,10
93,북춘천,2020-07-14,19.9,16.3,23.8,30.7,3.2,1.5,11.49,9.3
93,북춘천,2020-07-15,21.2,16.6,27.9,.3,2.6,.8,21.73,5
93,북춘천,2020-07-16,22.7,16.7,30.3,.1,3.3,.9,23.81,5
93,북춘천,2020-07-17,24.8,20,32.7,.4,3.3,.9,23.89,4.5
93,북춘천,2020-07-18,25,20.6,31.2,0,2.8,.8,21.11,7.1
93,북춘천,2020-07-19,21.5,19.7,22.9,11,1.7,.5,4.92,9.3
93,북춘천,2020-07-20,23.6,21.4,26.9,.7,5.4,1.6,5.23,9.6
93,북춘천,2020-07-21,25.1,19.9,31.1,,2.3,.8,25.95,6.9
93,북춘천,2020-07-22,23.3,20.4,27.7,17.9,2.2,.7,9.89,9.3
93,북춘천,2020-07-23,21.6,19.3,24.7,60.9,10.5,1.9,4.01,10
93,북춘천,2020-07-24,22.8,18.4,25.8,13.3,6.4,3.6,11.29,9.9
93,북춘천,2020-07-25,24,20.3,27.4,.9,4.8,2.6,13.51,9
93,북춘천,2020-07-26,24,19.5,29.6,.1,4.4,1.2,17.64,8.5
93,북춘천,2020-07-27,22.3,21.2,23.8,7.8,1.9,.5,5.77,10
93,북춘천,2020-07-28,23.3,20,27.1,.6,2.5,.6,11.51,9.5
93,북춘천,2020-07-29,22.6,21.3,23.7,17.5,1.8,.6,4.52,10
93,북춘천,2020-07-30,25.2,22.1,30.2,,4,1.4,17.98,7.8
93,북춘천,2020-07-31,25.4,20.5,30.7,.1,4.8,1,19.62,8.5
93,북춘천,2020-08-01,24.2,22.9,25.9,24.1,2.3,.6,5.59,10
93,북춘천,2020-08-02,24.2,23.1,26.8,55,3.9,.8,4.94,10
93,북춘천,2020-08-03,23.4,22.3,24.5,188.5,4.8,1,1.91,10
93,북춘천,2020-08-04,24.5,22.7,29.1,146.9,4.1,1.1,5.03,10
93,북춘천,2020-08-05,24.4,23.1,26.3,64.7,4.9,.8,2.28,10
93,북춘천,2020-08-06,24.3,21.6,27.8,85.7,4.6,1.6,6.09,9.3
93,북춘천,2020-08-07,23.2,20.9,27.1,.2,2.3,.5,8.75,8.1
93,북춘천,2020-08-08,24.3,20.7,28.9,30.5,3.5,1.2,13.23,8.8
93,북춘천,2020-08-09,23.2,21.6,24.7,64.8,2.2,.7,1.55,10
93,북춘천,2020-08-10,25.5,23.1,29.8,5.8,2.7,.7,7.56,10
93,북춘천,2020-08-11,24.4,22.5,27.5,67.8,3.8,.7,6.68,9
93,북춘천,2020-08-12,26.5,21.9,31,,2.1,.7,17.41,6.8
93,북춘천,2020-08-13,26.6,23.5,30.8,.4,2.7,.7,8.92,8.8
93,북춘천,2020-08-14,27.3,25.5,30.3,.9,4.6,1.4,6.3,9.4
93,북춘천,2020-08-15,26.1,24.5,28,12.2,3.1,.9,5.65,9.8
93,북춘천,2020-08-16,26.9,24.2,31.1,.7,4.4,1.3,13.28,8
93,북춘천,2020-08-17,26.7,23.8,30.6,,3,.9,11.28,6.4
93,북춘천,2020-08-18,27.1,23.2,32.2,,3.8,1.2,24.57,4
93,북춘천,2020-08-19,26.4,22.2,32.6,,4.3,1.1,21.81,4.6
93,북춘천,2020-08-20,26.9,21.7,32.8,,2.2,.8,21.92,6.6
93,북춘천,2020-08-21,24.1,21.8,26.4,1.7,2.6,1,8.26,8.8
93,북춘천,2020-08-22,23,20.8,27.1,8,3.6,.8,7.46,9.1
93,북춘천,2020-08-23,24.1,20.3,30.1,0,2.3,.8,19.62,5.8
93,북춘천,2020-08-24,25.7,20.5,31.7,,3.1,.9,20.59,6.5
93,북춘천,2020-08-25,28.2,23.1,34.1,,4,1.1,22.55,6.1
93,북춘천,2020-08-26,29.1,23.5,35.4,.3,5.6,2.2,21.78,6.4
93,북춘천,2020-08-27,28.1,24.6,31.7,5.9,7.3,2.5,10.1,9.6
93,북춘천,2020-08-28,27.1,24.3,32.6,32.4,4.2,.9,16.35,8.4
93,북춘천,2020-08-29,26.6,24.4,29.9,10.9,4.1,.8,12.46,8.8
93,북춘천,2020-08-30,26.5,23.9,31.1,13.8,3.6,1,13.4,8.9
93,북춘천,2020-08-31,25.6,23.3,28.8,,2.8,1.1,9.66,8.8
93,북춘천,2020-09-01,25.2,20.6,30,.1,2.3,.9,20.27,7.6
93,북춘천,2020-09-02,23.8,22.9,25.1,25.8,5.4,1,3.19,10
93,북춘천,2020-09-03,22.6,20.5,26.4,43.1,11.2,4.3,10.27,8.9
93,북춘천,2020-09-04,21.8,16.2,27.4,,5.6,1.9,22.27,3.9
93,북춘천,2020-09-05,20,14.8,25.8,,1.8,.6,12.17,7.5
93,북춘천,2020-09-06,19.9,17,24.8,14.8,4.5,1.2,6.18,9.3
93,북춘천,2020-09-07,19.6,16.3,23.3,24.9,9,3.8,4.92,10
93,북춘천,2020-09-08,22.2,17.4,27.4,2.8,7.8,3.8,17.62,6.9
93,북춘천,2020-09-09,19,17.2,25.9,13.6,6,1.1,12.06,9.1
93,북춘천,2020-09-10,20.6,17,26.7,.1,2.9,.7,18.73,6.9
93,북춘천,2020-09-11,20.8,15.8,27,1.4,5.7,1.5,15.71,8.5
93,북춘천,2020-09-12,19.3,17.2,22.8,10.6,3.3,1,6.2,9.5
93,북춘천,2020-09-13,19.8,14.7,25.1,,2.5,.7,18.87,4.4
93,북춘천,2020-09-14,19.7,15.6,25.4,,2.8,.6,14.54,6.3
93,북춘천,2020-09-15,21,16.5,27.1,,2.8,.6,17.67,7
93,북춘천,2020-09-16,20.3,18.9,23.9,15.8,1.6,.3,6.07,9.8
93,북춘천,2020-09-17,19.1,14.9,23.7,,3.7,.9,10.16,8.3
93,북춘천,2020-09-18,17.5,12.4,25.5,.1,6.1,1.3,16.9,5.6
93,북춘천,2020-09-19,16.7,11.2,25.8,,4.3,1,18.83,4.5
93,북춘천,2020-09-20,16.1,9.3,24,,5.5,1.2,22.13,.4
93,북춘천,2020-09-21,15.3,8.2,23.5,,2.5,.6,20.06,3.8
93,북춘천,2020-09-22,16.5,9,24.4,,4.7,1.2,19.87,2.5
93,북춘천,2020-09-23,16.1,9.9,21.8,,5.1,1.3,12.91,7
93,북춘천,2020-09-24,17.6,12.6,23.1,,5.3,1.6,12.9,6.9
93,북춘천,2020-09-25,17.2,12.8,22.9,,3.6,1.2,10.01,5.1
93,북춘천,2020-09-26,16.5,12,21.9,,3.6,1.1,10.29,5.8
93,북춘천,2020-09-27,16.7,9.9,24.7,,2.6,.6,20.58,1.1
93,북춘천,2020-09-28,16.7,11.1,25.3,,2.1,.6,17.82,2.6
93,북춘천,2020-09-29,16,11.5,22.6,,2.2,.4,11,8.1
93,북춘천,2020-09-30,17.2,12.1,22.8,,3.4,.8,11.05,7.5
93,북춘천,2020-10-01,17.7,12.5,23.7,,3,.7,15.21,6.3
93,북춘천,2020-10-02,17.3,14.6,21.8,.2,4,.9,8.17,7.5
93,북춘천,2020-10-03,18.3,15.2,23.6,,4.4,.9,12.4,8.4
93,북춘천,2020-10-04,15.4,7.6,21.6,.1,6.1,1.9,14.61,6.6
93,북춘천,2020-10-05,10.7,3.4,18.7,,4.8,1.2,19.42,1.6
93,북춘천,2020-10-06,10.5,3.6,19.5,,3.5,.7,18.45,4.6
93,북춘천,2020-10-07,13.8,5.7,21.6,,3,1,17.24,4.9
93,북춘천,2020-10-08,13.5,6.2,21.9,,6.5,1.5,19.04,.3
93,북춘천,2020-10-09,14,5.7,21,,8.1,2.1,19.4,3.5
93,북춘천,2020-10-10,13.6,6.2,20.8,,3.7,1,15.9,4.1
93,북춘천,2020-10-11,13.2,6.8,19.2,,2.1,.7,12.44,6.5
93,북춘천,2020-10-12,13.8,9.2,21.2,,2.9,.6,10.47,6.4
93,북춘천,2020-10-13,11.2,7,18.6,,2.9,.7,11.44,5.5
93,북춘천,2020-10-14,10,3.8,18.9,,4.8,.8,11.63,7.4
93,북춘천,2020-10-15,8.3,2.1,17.4,,2.2,.6,14.84,6.3
93,북춘천,2020-10-16,7.2,3.2,11.5,,1.6,.3,4.31,6.9
93,북춘천,2020-10-17,8.8,4,17.9,,1.9,.6,12.63,2.9
93,북춘천,2020-10-18,8.8,1.5,19.1,,2,.6,13.81,2.9
93,북춘천,2020-10-19,10.1,4.5,19.8,,2,.6,11.32,3.1
93,북춘천,2020-10-20,10.2,3.7,21.5,,2.1,.6,14.27,2.9
93,북춘천,2020-10-21,9.2,5.3,15.6,,1.9,.6,5.21,7.1
93,북춘천,2020-10-22,11.5,5.1,19.5,0,4.5,1.2,10.91,5
93,북춘천,2020-10-23,6.3,.4,14.2,,5.1,1.5,16.43,0
93,북춘천,2020-10-24,4.8,-2.7,14.3,,4.9,1.3,16.32,0
93,북춘천,2020-10-25,7.5,-1.6,19.5,,3.5,.8,15.01,3.5
93,북춘천,2020-10-26,8.6,.4,18.5,,2.1,.6,14.22,2.1
93,북춘천,2020-10-27,9.5,3.3,18.5,,1.3,.5,10.12,4.5
93,북춘천,2020-10-28,10.8,4.2,20.3,,4.6,1.1,13.97,4.1
93,북춘천,2020-10-29,6.9,-1.3,16.5,,2.7,.7,15.23,2.4
93,북춘천,2020-10-30,8.4,-.5,18.1,,2.4,.7,14.64,.8
93,북춘천,2020-10-31,9.3,.9,16.9,,3.9,.9,11.23,6
93,북춘천,2020-11-01,10.9,8.6,12.7,1.8,3.5,1,1.24,9.8
93,북춘천,2020-11-02,8,3.8,15.6,,4.4,1.2,11.74,4.9
93,북춘천,2020-11-03,4.2,-2.6,8.4,,6.8,2.8,15.03,.6
93,북춘천,2020-11-04,1.6,-5.9,10.5,,2.9,.9,14.77,.5
93,북춘천,2020-11-05,6,-2.8,14.7,,2.1,.6,12.63,4.9
93,북춘천,2020-11-06,10.6,6.1,16.6,,4.4,1.3,7.31,8.1
93,북춘천,2020-11-07,13.1,7.4,18.8,,5.5,2.1,12,3.8
93,북춘천,2020-11-08,7.3,2.5,13.1,,5.8,2,13.91,0
93,북춘천,2020-11-09,2.4,-5,10.8,,5.2,1.3,13.29,1
93,북춘천,2020-11-10,3.2,-4.4,13,,3.6,.9,13.65,0
93,북춘천,2020-11-11,4.5,-3.1,14.9,,1.7,.6,12.87,0
93,북춘천,2020-11-12,5.8,-2.5,16.8,,2.4,.6,12.63,1.6
93,북춘천,2020-11-13,7.8,2.2,17.3,,1.9,.6,10.62,2.4
93,북춘천,2020-11-14,7.1,-.7,17.3,,1.7,.6,11.75,2.9
93,북춘천,2020-11-15,7.4,.5,17.2,,4.7,1,10.04,2.9
93,북춘천,2020-11-16,9.2,.6,18.1,,3.6,.8,10.32,0
93,북춘천,2020-11-17,10.4,2.9,16.6,0,1.4,.5,5.7,6.3
93,북춘천,2020-11-18,13.1,11,15.1,7.6,2.2,.6,3.13,9.9
93,북춘천,2020-11-19,14.5,8.3,19.4,62.8,7.3,3.3,1.45,9.4
93,북춘천,2020-11-20,3.7,.2,8.2,,6.2,3.3,3.35,7.6
93,북춘천,2020-11-21,4.2,-3.1,11.3,.2,1.9,.8,10.81,5.9
93,북춘천,2020-11-22,5.8,2,7.7,2.8,3.5,1.4,2.41,8.6
93,북춘천,2020-11-23,.7,-3.2,6.2,,4.2,1.2,11.99,.5
93,북춘천,2020-11-24,.4,-3.7,5.8,,1.8,.6,6.22,6.1
93,북춘천,2020-11-25,.7,-3.6,8,,1.7,.6,7.97,4
93,북춘천,2020-11-26,1.4,-2.9,9.2,,2,.6,8.6,6.1
93,북춘천,2020-11-27,1.9,-2.7,8.2,,5.4,1.2,8.42,4.6
93,북춘천,2020-11-28,-1.4,-5.3,3.9,,4,1.2,12.15,2.8
93,북춘천,2020-11-29,-2.4,-6.7,4,,4.3,1.1,10.33,2.9
